"id";"source";"name_short";"name_full";"name_norm";"born";"died";"linkname";"nationality";"region";"description";"image";"imgfull";"pageurl";"wordcount";"introduction";"rank";"spotify";"clicks";"catalogued";"female";"general";"view";"preview_music";"tier"
270;"Adès (composer)";"Adès";"Thomas Adès";"Thomas Ades";1971;2050;"Thomas_Adès";"United Kingdom";"C2 England";"British composer, pianist and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Thomas_Ad%C3%A8s_conducts_the_National_Youth_Orchestra_of_Great_Britain_at_Snape_Maltings_Concert_Hall.jpg/320px-Thomas_Ad%C3%A8s_conducts_the_National_Youth_Orchestra_of_Great_Britain_at_Snape_Mal";"https://upload.wikimedia.org/wikipedia/commons/a/a5/Thomas_Ad%C3%A8s_conducts_the_National_Youth_Orchestra_of_Great_Britain_at_Snape_Maltings_Concert_Hall.jpg";"https://en.wikipedia.org/wiki/Thomas_Adès";3241;"Thomas Adès CBE is a British composer, pianist and conductor.";0.28;"";7;0;0;0;0;"https://p.scdn.co/mp3-preview/c6afb893ffd500db5f662fb722d6c51d4748ab7f?cid=3796d35078a440fd9c34dd8eefe7d600";0
271;"Landi (composer)";"Landi";"Stefano Landi";"Stefano Landi";1587;1639;"Stefano_Landi";"Italy";"C Italy";"Italian composer and teacher";"";"";"https://en.wikipedia.org/wiki/Stefano_Landi";893;"Stefano Landi was an Italian composer and teacher of the early Baroque Roman School. He was an influential early composer of opera, and wrote the earliest opera on a historical subject: Sant'Alessio (1632).";0.13;"{""context_uri"":""spotify:album:3OyvJmCmi0e0KSvGSAPn8V"",""offset"":{""position"":0},""position_ms"":0}";5;0;0;0;0;"https://p.scdn.co/mp3-preview/48ec2abd62846f9a717d1f09a99f4ef0ede52282?cid=3796d35078a440fd9c34dd8eefe7d600";3
272;"Antonio Salieri";"Salieri";"Antonio Salieri";"Antonio Salieri";1750;1825;"Antonio_Salieri";"Italy";"A Austria-Germany";"Italian classical composer and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Antonio_Salieri_painted_by_Joseph_Willibrord_M%C3%A4hler.jpg/247px-Antonio_Salieri_painted_by_Joseph_Willibrord_M%C3%A4hler.jpg";"https://upload.wikimedia.org/wikipedia/commons/0/07/Antonio_Salieri_painted_by_Joseph_Willibrord_M%C3%A4hler.jpg";"https://en.wikipedia.org/wiki/Antonio_Salieri";7676;"Antonio Salieri was an Italian classical composer, conductor, and teacher. He was born in Legnago, south of Verona, in the Republic of Venice, and spent his adult life and career as a subject of the Habsburg Monarchy.";0.2;"{""context_uri"":""spotify:album:4MWdTUYSS8eGdS6jz3I9Fj"",""offset"":{""position"":0},""position_ms"":0}";28;0;0;0;0;"https://p.scdn.co/mp3-preview/5002001353f925988d42824eecc978d789ded239?cid=3796d35078a440fd9c34dd8eefe7d600";2
273;"Joseph-Nicolas-Pancrace Royer";"Royer";"Joseph-Nicolas-Pancrace Royer";"Joseph-Nicolas-Pancrace Royer";1705;1755;"Joseph-Nicolas-Pancrace_Royer";"France";"B France-Belgium";"French harpsichordist and composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Royer_composant_Za%C3%AFde.JPG/244px-Royer_composant_Za%C3%AFde.JPG";"https://upload.wikimedia.org/wikipedia/commons/7/7f/Royer_composant_Za%C3%AFde.JPG";"https://en.wikipedia.org/wiki/Joseph-Nicolas-Pancrace_Royer";298;"Joseph-Nicolas-Pancrace Royer was a French composer and harpsichordist. Born in Turin, Royer went to Paris in 1725, and in 1734 became maître de musique des enfants de France, responsible for the musical education of the children of the king, Louis XV. Together with the violinist Jean-Joseph de Mondonville, Royer directed the Concert Spirituel, starting in 1748. Royer was at the Paris Opéra during the 1730s and the 1750s, writing six operas himself, of which the best known is the ballet ""héroïque Zaïde, reine de Grenade"". In 1753 he acquired the prestigious position of music director of the chambre du roi (the king's chamber), and in the same year was named director of the Royal Opera orchestra.";0.0;"{""context_uri"":""spotify:album:0C2S5yNZflzVhzvFJAQJUe"",""offset"":{""position"":16},""position_ms"":0}";11;0;0;0;0;"https://p.scdn.co/mp3-preview/c203e8fa3a6465f5695deb5b7f85bf1ce2c6011a?cid=3796d35078a440fd9c34dd8eefe7d600";0
274;"Hans Abrahamsen";"Abrahamsen";"Hans Abrahamsen";"Hans Abrahamsen";1952;2050;"Hans_Abrahamsen";"Denmark";"F Nordic Countries";"Danish composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Hans_Abrahamsen_w_Rattle_%26_Hannigan_London_10_Jan_2019.jpeg/257px-Hans_Abrahamsen_w_Rattle_%26_Hannigan_London_10_Jan_2019.jpeg";"https://upload.wikimedia.org/wikipedia/commons/b/b2/Hans_Abrahamsen_w_Rattle_%26_Hannigan_London_10_Jan_2019.jpeg";"https://en.wikipedia.org/wiki/Hans_Abrahamsen";887;"Hans Abrahamsen is a Danish composer.";0.0;"";6;0;0;0;0;"https://p.scdn.co/mp3-preview/711ee77ff6208244f7ee1eb38ce0b220948439a1?cid=3796d35078a440fd9c34dd8eefe7d600";3
275;"Louis Andriessen";"Andriessen";"Louis Andriessen";"Louis Andriessen";1939;2050;"Louis_Andriessen";"Netherlands";"A Austria-Germany";"Dutch composer and pianist";"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Louis_Andriessen%2C_Bestanddeelnr_932-5716.jpg/213px-Louis_Andriessen%2C_Bestanddeelnr_932-5716.jpg";"https://upload.wikimedia.org/wikipedia/commons/e/ef/Louis_Andriessen%2C_Bestanddeelnr_932-5716.jpg";"https://en.wikipedia.org/wiki/Louis_Andriessen";3266;"Louis Andriessen is a Dutch composer and pianist based in Amsterdam. He is a lecturer at the Royal Conservatory of The Hague. He was recipient of the Gaudeamus International Composers Award in 1959.";0.0;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/63ce6a654bc95283fd22f494a38843346458fd76?cid=3796d35078a440fd9c34dd8eefe7d600";0
276;"Cornelius Cardew";"Cardew";"Cornelius Cardew";"Cornelius Cardew";1936;1981;"Cornelius_Cardew";"United Kingdom";"C2 England";"English composer";"";"";"https://en.wikipedia.org/wiki/Cornelius_Cardew";2415;"Cornelius Cardew was an English experimental music composer, and founder of the Scratch Orchestra, an experimental performing ensemble. He later rejected experimental music, explaining why he had ""discontinued composing in an avantgarde idiom"" in his own programme notes to his Piano Album 1973 in favour of a politically motivated ""people's liberation music"".";0.0;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/ef4bb3d1c27364d1f624b7f87f9ce2883eb8737d?cid=3796d35078a440fd9c34dd8eefe7d600";0
277;"Conlon Nancarrow";"Nancarrow";"Conlon Nancarrow";"Conlon Nancarrow";1912;1997;"Conlon_Nancarrow";"United States";"H United States";"American composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Conlon-nancarrow-1418515548.jpg/250px-Conlon-nancarrow-1418515548.jpg";"https://upload.wikimedia.org/wikipedia/commons/8/8b/Conlon-nancarrow-1418515548.jpg";"https://en.wikipedia.org/wiki/Conlon_Nancarrow";2164;"Conlon Nancarrow was an American-born composer who lived and worked in Mexico for most of his life. He became a Mexican citizen in 1956.";0.0;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/f4415b67509a61075e7efea234a6d0f0991d78fb?cid=3796d35078a440fd9c34dd8eefe7d600";3
278;"Edison Denisov";"Denisov";"Edison Denisov";"Edison Denisov";1929;1996;"Edison_Denisov";"Russian Federation";"D Russia";"Soviet and Russian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Edison_Denisov_1975_%C2%A9DmitriSmirnov.jpg/228px-Edison_Denisov_1975_%C2%A9DmitriSmirnov.jpg";"https://upload.wikimedia.org/wikipedia/commons/0/0e/Edison_Denisov_1975_%C2%A9DmitriSmirnov.jpg";"https://en.wikipedia.org/wiki/Edison_Denisov";1309;"Edison Vasilievich Denisov was a Russian composer in the so-called ""Underground"", ""Anti-Collectivist"", ""alternative"" or ""nonconformist"" division of Soviet music.";0.0;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/d28de34a318edc3fa1f990812d7e36fae9ac859c?cid=3796d35078a440fd9c34dd8eefe7d600";0
279;"Julius Eastman";"Eastman";"Julius Eastman";"Julius Eastman";1940;1990;"Julius_Eastman";"United States";"H United States";"American composer";"https://upload.wikimedia.org/wikipedia/en/9/9a/Julius_Eastman.jpg";"https://upload.wikimedia.org/wikipedia/en/9/9a/Julius_Eastman.jpg";"https://en.wikipedia.org/wiki/Julius_Eastman";2838;"Julius Eastman was an American composer, pianist, vocalist, and dancer whose work fell under minimalism. He was among the first musicians to combine minimalist processes with elements of pop music, as well as, within his music, present dramatic and suspenseful tendencies. He often gave his pieces titles with provocative political intent, such as Evil Nigger and Gay Guerrilla.";0.0;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/28de9f04c8841c41ac7588b7cdb8a91b64ffb10c?cid=3796d35078a440fd9c34dd8eefe7d600";0
280;"Brian Ferneyhough";"Ferneyhough";"Brian Ferneyhough";"Brian Ferneyhough";1943;1987;"Brian_Ferneyhough";"United Kingdom";"C2 England";"composer from England";"";"";"https://en.wikipedia.org/wiki/Brian_Ferneyhough";1970;"

Brian John Peter Ferneyhough is a British composer, who has resided in California, United States since 1987. Ferneyhough is typically considered to be the central figure of the New Complexity movement. Ferneyhough taught composition at the Hochschule fÃ¼r Musik Freiburg and the University of California, San Diego, and currently, Stanford University, and is a regular lecturer in the summer courses at DarmstÃ¤dter Ferienkurse.";0.0;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/ab98523bb1e7020f35f9d4ae7f45347d487bceb6?cid=3796d35078a440fd9c34dd8eefe7d600";0
281;"Michael Finnissy";"Finnissy";"Michael Finnissy";"Michael Finnissy";1946;2050;"Michael_Finnissy";"United Kingdom";"C2 England";"British composer";"";"";"https://en.wikipedia.org/wiki/Michael_Finnissy";368;"

Michael Finnissy is an English composer and pianist.";0.0;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/b49ceb013a742899a2296c81c354c96beb609081?cid=3796d35078a440fd9c34dd8eefe7d600";0
282;"Mauricio Kagel";"Kagel";"Mauricio Kagel";"Mauricio Kagel";1931;2008;"Mauricio_Kagel";"Argentina";"L Latin America";"music composer who lived mostly in Germany, born in Argentina";"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Mauricio_Kagel_%281985%29.jpg/240px-Mauricio_Kagel_%281985%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/2/2e/Mauricio_Kagel_%281985%29.jpg";"https://en.wikipedia.org/wiki/Mauricio_Kagel";1598;"Mauricio RaÃºl Kagel was a German-Argentine composer notable for developing the theatrical side of musical performance. He spent his last fifty years in Germany, dying after a long illness at the age of 76.";0.0;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/0d2f0c47bd7d72a979e06f95c6f26fd61d373757?cid=3796d35078a440fd9c34dd8eefe7d600";0
283;"Tristan Murail";"Murail";"Tristan Murail";"Tristan Murail";1947;2050;"Tristan_Murail";"France";"B France-Belgium";"French composer";"";"";"https://en.wikipedia.org/wiki/Tristan_Murail";1114;"Tristan Murail is a French composer associated with the ""spectral"" technique of composition.";0.0;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/b1955f038fb161a9549eea11d7e6e9ea1aa5789a?cid=3796d35078a440fd9c34dd8eefe7d600";0
284;"Wolfgang Rihm";"Rihm";"Wolfgang Rihm";"Wolfgang Rihm";1952;2050;"Wolfgang_Rihm";"Germany";"A Austria-Germany";"German composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Rihm_Wolfgang_Philharmonie_koeln_0806_2007.jpg/267px-Rihm_Wolfgang_Philharmonie_koeln_0806_2007.jpg";"https://upload.wikimedia.org/wikipedia/commons/3/35/Rihm_Wolfgang_Philharmonie_koeln_0806_2007.jpg";"https://en.wikipedia.org/wiki/Wolfgang_Rihm";1394;"Wolfgang Rihm is a German composer.";0.0;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/af50c583aa182f1d29f4e448b919a1f31bd8967f?cid=3796d35078a440fd9c34dd8eefe7d600";0
285;"Terry Riley";"Riley";"Terry Riley";"Terry Riley";1935;2050;"Terry_Riley";"United States";"H United States";"American composer and performing musician";"https://upload.wikimedia.org/wikipedia/commons/1/1c/Terry_Riley.jpg";"https://upload.wikimedia.org/wikipedia/commons/1/1c/Terry_Riley.jpg";"https://en.wikipedia.org/wiki/Terry_Riley";2066;"Terrence Mitchell Riley is an American composer and performing musician associated with the minimalist school of 20th century music, of which he was a pioneer. Influenced by both jazz and Indian classical music, his music became notable for its innovative use of repetition, tape music techniques, and delay systems. He is best known for works such as his 1964 composition In C and 1969 album A Rainbow in Curved Air, both considered landmarks of minimalism and important influences on experimental, electronic, and rock music.";0.0;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/b8b70c7cb956ff4415e59619059f5ac365266f97?cid=3796d35078a440fd9c34dd8eefe7d600";0
286;"Galina Ustvolskaya";"Ustvolskaya";"Galina Ustvolskaya";"Galina Ustvolskaya";1919;2006;"Galina_Ustvolskaya";"Russian Federation";"D Russia";"Russian composer";"https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Galina_Ustvolskaya.jpg/241px-Galina_Ustvolskaya.jpg";"https://upload.wikimedia.org/wikipedia/en/9/96/Galina_Ustvolskaya.jpg";"https://en.wikipedia.org/wiki/Galina_Ustvolskaya";2213;"Galina Ivanovna Ustvolskaya, was a Russian composer of classical music.";0.0;"";3;0;1;0;0;"https://p.scdn.co/mp3-preview/34e7b927c5b7948f1db21b79cb947fdfebc019ac?cid=3796d35078a440fd9c34dd8eefe7d600";0
287;"Michel van der Aa";"van der Aa";"Michel van der Aa";"Michel van der Aa";1970;2050;"Michel_van_der_Aa";"Netherlands";"A Austria-Germany";"Dutch composer";"";"";"https://en.wikipedia.org/wiki/Michel_van_der_Aa";1240;"Michel van der Aa is a Dutch composer of contemporary classical music.";0.0;"";6;0;0;0;0;"https://p.scdn.co/mp3-preview/bf5cb2ce0f5fd9898c24d5a6b4f03a1fda7ea4d7?cid=3796d35078a440fd9c34dd8eefe7d600";3
288;"John Adams (composer)";"Adams";"John Adams";"John Adams";1947;2050;"John_Adams_(composer)";"United States";"H United States";"American composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/JA-portrait-1-LW.jpg/227px-JA-portrait-1-LW.jpg";"https://upload.wikimedia.org/wikipedia/commons/0/07/JA-portrait-1-LW.jpg";"https://en.wikipedia.org/wiki/John_Adams_(composer)";4549;"John Coolidge Adams is an American composer, clarinetist, and conductor of classical music and opera, with strong roots in minimalism.";0.0;"";3;0;0;0;0;"https://p.scdn.co/mp3-preview/0b2ea361342bcc14321f9e10d41f739ae4b7cfb3?cid=3796d35078a440fd9c34dd8eefe7d600";0
289;"Ottorino Respighi";"Respighi";"Ottorino Respighi";"Ottorino Respighi";1879;1936;"Ottorino_Respighi";"Italy";"C Italy";"Italian composer, musicologist and conductor";"https://upload.wikimedia.org/wikipedia/en/0/01/Ottorino_Respighi.jpg";"https://upload.wikimedia.org/wikipedia/en/0/01/Ottorino_Respighi.jpg";"https://en.wikipedia.org/wiki/Ottorino_Respighi";2835;"Ottorino Respighi was an Italian violinist, composer and musicologist, best known for his trilogy of orchestral tone poems: Fountains of Rome (1916), Pines of Rome (1924), and Roman Festivals (1928). His musicological interest in 16th-, 17th- and 18th-century music led him to compose pieces based on the music of these periods. He also wrote several operas, the most famous being La fiamma.";0.0;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/414d42c49be09e47b92b95e616a74f7d6775a355?cid=3796d35078a440fd9c34dd8eefe7d600";3
290;"Franz Schmidt";"Schmidt";"Franz Schmidt";"Franz Schmidt";1874;1939;"Franz_Schmidt";"Austria";"A Austria-Germany";"Austrian composer, cellist and pianist";"";"";"https://en.wikipedia.org/wiki/Franz_Schmidt";3086;"Franz Schmidt was an Austro-Hungarian composer, cellist and pianist.";0.0;"";4;0;0;0;0;"https://p.scdn.co/mp3-preview/03ac9d13f3c84b5ac164db872c0a5dbc80111b9f?cid=3796d35078a440fd9c34dd8eefe7d600";0
291;"William Schuman";"Schuman";"William Schuman";"William Schuman";1910;1992;"William_Schuman";"United States";"H United States";"American composer and arts administrator";"https://upload.wikimedia.org/wikipedia/en/b/bf/William_Schuman.jpg";"https://upload.wikimedia.org/wikipedia/en/b/bf/William_Schuman.jpg";"https://en.wikipedia.org/wiki/William_Schuman";1894;"William Howard Schuman was an American composer and arts administrator.";0.0;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/fef904e7da8b1705691d7792907272e4ba1c9ca5?cid=3796d35078a440fd9c34dd8eefe7d600";0
292;"Ambroise Thomas";"Thomas";"Ambroise Thomas";"Ambroise Thomas";1811;1896;"Ambroise_Thomas";"France";"B France-Belgium";"French composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Wilhelm_Benque_-_Photograph_of_Ambroise_Thomas.jpg/226px-Wilhelm_Benque_-_Photograph_of_Ambroise_Thomas.jpg";"https://upload.wikimedia.org/wikipedia/commons/3/3f/Wilhelm_Benque_-_Photograph_of_Ambroise_Thomas.jpg";"https://en.wikipedia.org/wiki/Ambroise_Thomas";2972;"Charles Louis Ambroise Thomas was a French composer and teacher, best known for his operas Mignon (1866) and Hamlet (1868).";0.0;"";4;0;0;0;0;"https://p.scdn.co/mp3-preview/8341d94a08f680159cfcf4ce1c9c2451ecd98d21?cid=3796d35078a440fd9c34dd8eefe7d600";0
293;"Clara Schumann";"C Schumann";"Clara Schumann";"Clara Schumann";1819;1896;"Clara_Schumann";"Germany";"A Austria-Germany";"German composer";"";"";"https://en.wikipedia.org/wiki/Clara_Schumann";0;"Clara Schumann was a German musician and composer and is regarded as one of the most distinguished pianists and composers of the Romantic era. She exerted her influence over a 61-year concert career, changing the format and repertoire of the piano recital and composed a body of work including piano concertos, chamber works and choral pieces. She was married to composer Robert Schumann, and together they encouraged and maintained a close relationship with Johannes Brahms. She was the first to perform publicly any work by Brahms, notably the Variations and Fugue on a Theme by Handel. She was also an influential piano educator at the Hoch Conservatory in Frankfurt.";0.25;"";13;0;1;0;0;"https://p.scdn.co/mp3-preview/b45678947e09f1b06017bd2f92909a9fcd9ea7ed?cid=3796d35078a440fd9c34dd8eefe7d600";3
294;"";"Browne";"John Browne";"John Browne";1453;1500;"John_Browne_(composer)";"United Kingdom";"C2 England";"composer (15th century)";"";"";"https://en.wikipedia.org/wiki/John_Browne_(composer)";515;"John Browne was an English composer of the Tudor period. Despite the high level of skill displayed in Browne's compositions, few of his works survive; Browne's extant music is found in the Eton Choirbook, in which he is the best-represented contributor, and the Fayrfax Manuscript. His choral music is distinguished by innovative scoring, false relations, and unusually long melodic lines, and has been called by early music scholar Peter Phillips ""subtle, almost mystical"" and ""extreme in ways which apparently have no parallel, either in England or abroad.""";0.0;"";4;0;0;0;0;"https://p.scdn.co/mp3-preview/4785528124cd87c5b435f227e9dd3fc8ecfa4605?cid=3796d35078a440fd9c34dd8eefe7d600";0
295;"";"Obrecht";"Jacob Obrecht";"Jacob Obrecht";1457;1505;"Jacob_Obrecht";"Netherlands";"B France-Belgium";"Flemish composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Obrecht.jpg/226px-Obrecht.jpg";"https://upload.wikimedia.org/wikipedia/commons/5/54/Obrecht.jpg";"https://en.wikipedia.org/wiki/Jacob_Obrecht";1327;"Jacob Obrecht was a Flemish-Dutch, Low Countries composer. He was the most famous composer of masses in Europe in the late 15th century, being eclipsed by only Josquin des Prez after his death.";0.0;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/da92bf4b8793559bf24a23558866ffa1846aa306?cid=3796d35078a440fd9c34dd8eefe7d600";0
